SerialNo,QRText,QRValue
0003342,A2033278338,2622471020001790
0003343,A1006376669,7313747629079091
0003344,A1896230656,3929950456260942
0003345,A1688892699,4813046910397635
0003346,A1511154906,2197495890275856
0003347,A1604974277,3652146045808728
0003348,A1523531067,1158777314230713
0003349,A2116284724,8145605284029041
0003350,A1519601458,7526847011483184
0003351,A1926620902,8443563592349261
0003352,A2032708045,4674340573436244
0003353,A1331826787,2394037521529722
0003354,A1776903883,5241978757112224
0003355,A1508116712,6770308970368425
0003356,A1964725165,6892016219345160
0003357,A2131238135,4203425462315485
0003358,A1753078960,6045232254001941
0003359,A1927879547,2866559845688322
0003360,A1073756124,9348960144768657
0003361,A1331147809,5974650197869004
0003362,A1224344618,9761641654863868
0003363,A1687364139,7303370511387064
0003364,A1343752828,2406515098034582
0003365,A1876500731,8651513184101671
0003366,A2003366127,1120898643884682
0003367,A1431738017,2188719322535890
0003368,A1824707745,5202781143234216
0003369,A1499381029,2361132633983313
0003370,A1488921360,1822196028077807
0003371,A1353780973,3024112430450772
0003372,A1851191448,4496175892673285
0003373,A1627842101,3225695170086672
0003374,A1197680287,3175411595886455
0003375,A1101464283,7176443327969103
0003376,A1692071654,9031972273937189
0003377,A1763717552,9407939827456612
0003378,A1022996075,7192258781602408
0003379,A1283463734,6128886417718689
0003380,A1696583631,7842820884005089
0003381,A1266223286,2556436164811745
0003382,A1934679704,9921346693824025
0003383,A1861681303,1198507051553373
0003384,A2038197124,3945328478952033
0003385,A1813413039,2835773090133076
0003386,A1212277262,6672578580263377
0003387,A1194627417,8488679333291603
0003388,A1638078973,7844704924142560
0003389,A1007920121,3594428358318535
0003390,A1495309581,5452829783672893
0003391,A1955657497,9460842953828742
0003392,A1970026350,9462400116189754
0003393,A1396196911,3464883972550965
0003394,A1307845349,8669709288334652
0003395,A1285389594,7847188264626114
0003396,A1490926376,3800562853564857
0003397,A2038719168,1558333294563078
0003398,A1350050225,4936967593541413
0003399,A1646587744,7083443147117310
0003400,A1518524725,8268806173269183
0003401,A1452688547,3873544657456771
0003402,A1737965602,1647378844844853
0003403,A1320317402,8771642733733728
0003404,A1942763934,8557472342076945
0003405,A1098331855,9112003498189700
0003406,A1445694767,3766230699975165
0003407,A1631325682,6211661697938653
0003408,A1060608531,5737903248944965
0003409,A2008635761,5749928555238754
0003410,A1641154292,3536809533789569
0003411,A1753162921,9040552351960777
0003412,A2138326497,8863958657961645
0003413,A1393687377,6450333571998094
0003414,A1252207486,2338128650289200
0003415,A1252843296,1752600730008608
0003416,A1669188660,2974289858249639
0003417,A2088218835,2575653643172125
0003418,A1473555590,9115273930571445
0003419,A1832952387,4075181181356412
0003420,A1108523974,7877066458974501
0003421,A2014963298,7483596362348332
0003422,A2146771685,2487087995169198
0003423,A2021466591,1843063012480448
0003424,A1512900394,1407906973158969
0003425,A1356702580,3973518348735329
0003426,A1607521868,8492254749853024
0003427,A1241435120,3662368137756387
0003428,A2109095404,6493561319611558
0003429,A2027857756,3193029999252783
0003430,A1272710100,3395125157887774
0003431,A1849204615,3236607585732670
0003432,A1166048444,4017516148545322
0003433,A1993731912,2988697092655127
0003434,A1316697955,7236996321312268
0003435,A1583548880,5512365721677467
0003436,A1765156838,1916507261417555
0003437,A1915897419,2768107655829262
0003438,A1401662483,8957544652146983
0003439,A1270527099,9261698319900349
0003440,A1544886099,1932671592940579
0003441,A2095418670,6872683584479377
0003442,A1568548480,7362282181712992
0003443,A1987171238,2495347899560021
0003444,A1002422553,6970858365035577
0003445,A1601764602,9409694764253716
0003446,A1209659538,5121992219811956
0003447,A2121143690,3060428622765226
0003448,A1482392294,4955321616270174
0003449,A1026245649,4510184342790627
0003450,A1428211409,9180547847558177
0003451,A1365218211,4520409420560254
0003452,A2143844189,3892299413643128
0003453,A1342114468,1117651881500834
0003454,A1382041598,8258685694211592
0003455,A1661174132,8164610757972492
0003456,A2030104805,8430549195478498
0003457,A1993125001,1477399451397061
0003458,A1001126990,5480268188722427
0003459,A1894723005,5808118429173619
0003460,A1869654952,5253416138520978
0003461,A1496253086,5384061033147999
0003462,A1663014068,7154503234504489
0003463,A1567052294,5748334765173952
0003464,A1645275807,8961122950043403
0003465,A1360961648,6796961748017429
0003466,A1236555448,8597769467907107
0003467,A1615786673,2126482660796350
0003468,A1475722859,5569241987031483
0003469,A2098538568,3855658090401411
0003470,A1278428318,2953919480841808
0003471,A1949472709,5862368558642356
0003472,A1547985367,9104210738746246
0003473,A1778549729,9985568820101075
0003474,A1299212774,4631836136822144
0003475,A1386377455,3728267825162764
0003476,A1017258894,7177727186833063
0003477,A1518981339,6162171972103489
0003478,A1653638700,2991152141269334
0003479,A1863476690,1161023698148190
0003480,A1460479006,6584072842988451
0003481,A1434808032,3263749637944152
0003482,A1947721325,7614107840987543
0003483,A2037848554,8533126376927508
0003484,A1118205900,5749003886122005
0003485,A1609518232,3482967974946464
0003486,A1305666783,1700758228409741
0003487,A1788814940,9480745666779308
0003488,A1045495794,8113282667917473
0003489,A1111411988,3320299738712164
0003490,A1221502876,7525522989431870
0003491,A1390119643,3494707844014959
0003492,A1855673755,8936492523680864
0003493,A2133178237,5597240161141598
0003494,A1945720584,1995261186446006
0003495,A1126294030,4143381514131681
0003496,A1968750115,1346047895081841
0003497,A1718106360,5375041994602653
0003498,A1889152560,7424779471033270
0003499,A1844154536,4053472751504669
0003500,A1765329250,7559382352938080
0003501,A1029010668,7402802320076033
0003502,A1988055295,7867312732542959
0003503,A1536857181,8069340845464752
0003504,A1653627090,3509621561035179
0003505,A1730158411,8769349884854845
0003506,A1896736817,9366279249699011
0003507,A1685759081,3275683529742519
0003508,A1428780505,6105015131504809
0003509,A2081557107,6085960460699283
0003510,A1803005091,1090348158830197
0003511,A1792735186,3885131180378577
0003512,A1104593360,8189984045924586
0003513,A1846205104,3240991762760687
0003514,A1912743196,4387443832767068
0003515,A1632608868,1505726928654203
0003516,A1427979198,2247030686554294
0003517,A1971261077,9587583946871934
0003518,A1023021808,1624088652836987
0003519,A1295739194,6864505522977872
0003520,A2001768833,9266641927813522
0003521,A1788495632,7912535579789927
0003522,A1977076653,8908940496244902
0003523,A1900858831,5906462415793657
0003524,A1496353732,1396332871252874
0003525,A1980949653,8219706988882396
0003526,A2108921197,8401323355992881
0003527,A1036344704,6126174248389298
0003528,A1817836946,8680326315027640
0003529,A1152465677,7037053632610425
0003530,A1351150272,8500795523254785
0003531,A1292566441,8779874839743497
0003532,A1445570006,1974504564749081
0003533,A1547950734,7298253325967863
0003534,A1285714506,6291087263405681
0003535,A1902185271,4724816591912511
0003536,A1836631092,2486733334043815
0003537,A1687911230,3622011084631821
0003538,A1726548267,8572061741404676
0003539,A1885146241,9769868692322091
0003540,A1825707403,7467629128718868
0003541,A1811328036,5311501074056667
0003542,A2052355626,2598354426164578
0003543,A1401738835,5199115872452024
0003544,A1307695387,5399830921030699
0003545,A1382813528,8044130498350869
0003546,A1956027481,9338434949555097
0003547,A1167215495,4633920255503203
0003548,A2129208179,7358699858787845
0003549,A1364937581,6596172412078130
0003550,A2126303915,6552294022046358
0003551,A1795932769,7821485198306240
0003552,A2112408840,5877482119795861
0003553,A2011685507,8822176431264620
0003554,A1838274210,4410968272876173
0003555,A1657785964,3982127582221799
0003556,A1810902750,3695997115279313
0003557,A1421430029,9444060614314336
0003558,A1545271406,6164715938337089
0003559,A1805988241,7506786779528011
0003560,A1194674715,6391590860021819
0003561,A1179599651,4317055586468216
0003562,A1642663089,6170632575783456
0003563,A1162234535,4277602231666483
0003564,A2001562088,9563460115162585
0003565,A1233200262,4736719312229519
0003566,A1925981423,4697481743765723
0003567,A1848704988,6502184039001752
0003568,A2106669153,6528501371082332
0003569,A1098581867,2965999426567692
0003570,A1764595789,3403333083706952
0003571,A1385909583,7408019034305855
0003572,A1780834581,6166148510939126
0003573,A1974187564,1118612478114948
0003574,A1082087694,6087666294183947
0003575,A1938550203,5449879798806004
0003576,A2136668627,3447651624279966
0003577,A1332866769,9058863538093050
0003578,A1455962672,4870277698894066
0003579,A1268002036,2728763077885541
0003580,A1196167230,5267364442046331
0003581,A1627492063,5275530618742692
0003582,A1483977112,5828715831554411
0003583,A1903410431,5704767685705706
0003584,A1016452284,9621907145788693
0003585,A1709537268,7012770214145177
0003586,A1443920677,2318598720786216
0003587,A1794011867,1858027095183477
0003588,A1029168092,4386158143444694
0003589,A1581568974,9450556035377413
0003590,A1323995678,5022273344373855
0003591,A1293929009,7102207158512479
0003592,A1459868322,5722257618121356
0003593,A1961862315,4565329996211637
0003594,A1857445601,2829502077428839
0003595,A1364316605,3481717594369562
0003596,A2049365593,8011151278575072
0003597,A2080532951,8620226214101642
0003598,A1728006030,5310955544093374
0003599,A1469994682,5692803818893724
0003600,A1832537601,9234562663781596
0003601,A2098741060,5544494116824942
0003602,A1526973605,7823680835196999
0003603,A1985257687,2958215622905126
0003604,A2096788087,5937654677532687
0003605,A1185823213,9502473390285248
0003606,A1226368403,7371346619044405
0003607,A1498200821,6330954524394048
0003608,A1596721337,4066289764020470
0003609,A1385965217,6595425727912515
0003610,A1183840966,9920576310294538
0003611,A2137636094,2014325953307671
0003612,A1413477137,8107459572850078
0003613,A1772688680,8724240556580366
0003614,A1754439435,1502814260529355
0003615,A1709781711,9872506836825715
0003616,A1338749337,5252474858084821
0003617,A1558545642,2910821583214570
0003618,A2145562486,3622286539036080
0003619,A1502184085,4937465624782044
0003620,A1545749243,2105963822282551
0003621,A1092875845,7285710830376392
0003622,A1160782707,9679618849233287
0003623,A1308864552,8214453523950137
0003624,A1222295250,5715073986471060
0003625,A1668906970,7990256658281402
0003626,A1686765050,9113239241937828
0003627,A1346728187,1370325923429509
0003628,A1762792229,7061097880097547
0003629,A1217766470,9937831283920392
0003630,A1181960195,9304249241699938
0003631,A1612858708,2779942476182766
0003632,A1437290914,6188807942171033
0003633,A1384444796,5305935811928880
0003634,A1989289351,1234393870380212
0003635,A1435211016,3637295571957474
0003636,A2105963998,4738527856320298
0003637,A1902109282,8552285458242263
0003638,A1928750517,2560971617356379
0003639,A2132860134,4745678912246130
0003640,A1513547947,9553062097417874
0003641,A1705229360,1995342489102041
0003642,A1921176907,6936713439351314
0003643,A1131173873,2816622328014487
0003644,A1205404288,3371173048073033
0003645,A1382608638,4960232711359320
0003646,A1548870713,3569301044238023
0003647,A1103784451,3033645561993033
0003648,A1351896186,4351691317519637
0003649,A1936572014,7522381812189708
0003650,A1750025752,4544477324431289
0003651,A1381537082,8987411757528737
0003652,A1057514486,3227953292390512
0003653,A1908783716,6188448467005819
0003654,A1415722621,8645521629219054
0003655,A1360893950,6464430761811124
0003656,A1129655829,5283526776007388
0003657,A1076461412,5580374421763779
0003658,A1739592817,4213877175194164
0003659,A1451660292,3771280076436510
0003660,A1912662656,9879252294143315
0003661,A1346305553,5146190582721449
0003662,A1045685116,8618546543837611
0003663,A2026925146,3549794327322795
0003664,A1114350666,7177112673808524
0003665,A1857198375,7553391143881238
0003666,A1417862278,9929428278872605
0003667,A1582775233,7328844532388550
0003668,A1333819806,6282932789641028
0003669,A1034010276,7191679657735346
0003670,A1922252650,6908616294566730
0003671,A1203410631,9969576463091961
0003672,A1801485499,1544455344993310
0003673,A1465337832,3472261378458840
0003674,A1229159024,2962493227337323
0003675,A1620719728,9702825084032616
0003676,A1483922593,9077590266604858
0003677,A1399234122,1265086238418517
0003678,A2116423878,3587389135504077
0003679,A1787362039,1097928888632576
0003680,A2059260269,1091568624268669
0003681,A1970290050,1820972466411780
0003682,A1290135674,9301480472075361
0003683,A1136634239,1436969970089358
0003684,A2133304931,9627637374571668
0003685,A1005275425,3773499953663512
0003686,A1064402232,7749772365801076
0003687,A1071506228,6471225681140893
0003688,A2034398979,5102164566435299
0003689,A1715879528,2839009773821872
0003690,A1351740509,1110773814465265
0003691,A1591090929,5341718333806926
0003692,A1690914846,4187124721415208
0003693,A1649291414,3592853014013446
0003694,A1152452839,3723869086406202
0003695,A2103056905,4242499816374488
0003696,A1686537533,9715013998138891
0003697,A1915954144,6670353733481563
0003698,A1291097479,8747200846203429
0003699,A1422373117,9497177667188078
0003700,A2147183780,6660784874624707
0003701,A2125215946,8312867813261961
0003702,A1709197087,5252719352859189
0003703,A1519743056,4622359295863750
0003704,A1411160023,5412568451569193
0003705,A1660282884,9365115437473565
0003706,A2080351905,9461498618596647
0003707,A1638266256,1230136531239956
0003708,A1837446070,5574731944404199
0003709,A1905029300,3352923365945174
0003710,A1989430484,3106239646899470
0003711,A1563887864,6094906169320680
0003712,A1374701074,2370376654110010
0003713,A1932575795,4089140689897803
0003714,A1682310332,2308210660926546
0003715,A1029007625,4959225922577852
0003716,A1916869642,7104386893820852
0003717,A1111304178,4839308410356789
0003718,A1619531926,4991566864306483
0003719,A1553147688,3257050737381359
0003720,A1750425762,8464039128997960
0003721,A1980639715,6316124425161195
0003722,A1624285684,8802117493176622
0003723,A1921155411,3239889279947387
0003724,A1935372001,2159044863723580
0003725,A1238406852,9654551289219258
0003726,A1768985012,7340783916155059
0003727,A1278281958,9907133162485363
0003728,A1792073810,7887363282669310
0003729,A1465912553,9563569621033392
0003730,A1063930108,8600398691133258
0003731,A1213287257,2428648056251014
0003732,A1776461932,7660128259920860
0003733,A1456001731,5331085861571084
0003734,A1247362157,9966385548644976
0003735,A1176884155,3536630836802636
0003736,A1467066741,3989258853370154
